bedrooms,bathroom,surface sft,land surface,price,gross tax,strata fee,build year,type,address,city,district,listing id,url,longitude,latitude
4,2,972 sqft,-1,"409,999",-1.0,-1.0,-1,House,126A Rg Rosalie,Saint-Césaire,,13629263,https://www.realtor.ca/real-estate/22588065/126a-rg-rosalie-saint-césaire,-72.947987,45.383013
3,2,,-1,"410,000",-1.0,-1.0,-1,House,2565 Av. Brunet,Vaudreuil-Dorion,,13672072,https://www.realtor.ca/real-estate/22645484/2565-av-brunet-vaudreuil-dorion-vaudreuil-east,-74.03090603,45.39054052
3,2,80.47 m2,-1,"410,000",-1.0,-1.0,-1,House,1255 Rue Soucy,Longueuil (Saint-Hubert),,25306889,https://www.realtor.ca/real-estate/22387003/1255-rue-soucy-longueuil-saint-hubert-laflèche,-73.451214,45.494954
3,2,,-1,"410,000",-1.0,-1.0,-1,House,5925 Rue Bergevin,Brossard,,23607466,https://www.realtor.ca/real-estate/22664295/5925-rue-bergevin-brossard-street-names-b,-73.452529,45.469673
2,2,,-1,"414,900",-1.0,-1.0,-1,House,530 Rue de la Paix,Salaberry-de-Valleyfield,,15828377,https://www.realtor.ca/real-estate/22379141/530-rue-de-la-paix-salaberry-de-valleyfield-grande-île,-74.137223,45.274669
4,2,,-1,"414,900",-1.0,-1.0,-1,House,495 Rue de Serres,Terrebonne (Terrebonne),,15555753,https://www.realtor.ca/real-estate/22536473/495-rue-de-serres-terrebonne-terrebonne-côte-terrebonne,-73.7468111,45.67880026
4,2,,-1,"414,900",-1.0,-1.0,-1,House,579 Rue Calixa-Lavallée,Beloeil,,12582923,https://www.realtor.ca/real-estate/22643319/579-rue-calixa-lavallée-beloeil,-73.211576,45.564429
3,2,,-1,"415,000",-1.0,-1.0,-1,House,2700 Rue Asselin,Longueuil (Le Vieux-Longueuil),,22307626,https://www.realtor.ca/real-estate/22642765/2700-rue-asselin-longueuil-le-vieux-longueuil-pierre-boucher,-73.44551036,45.53745682
4,2,,-1,"415,000",-1.0,-1.0,-1,House,531 Place Robitaille,Rosemère,,24439391,https://www.realtor.ca/real-estate/22648362/531-place-robitaille-rosemère,-73.78496247,45.65003699
3,2,,-1,"415,000",-1.0,-1.0,-1,House,415Z Rue Marthe,Saint-Philippe,,21799465,https://www.realtor.ca/real-estate/22632945/415z-rue-marthe-saint-philippe,-73.48377228,45.36342346
3,2,100.7 m2,-1,"415,000",-1.0,-1.0,-1,House,415 Rue Marthe,Saint-Philippe,,28328097,https://www.realtor.ca/real-estate/22624975/415-rue-marthe-saint-philippe,-73.491493,45.367353
3,2,,-1,"415,000",-1.0,-1.0,-1,House,59 Place Halifax,Candiac,,25474388,https://www.realtor.ca/real-estate/22625446/59-place-halifax-candiac,-73.52247429,45.387015
4,2,,-1,"415,000",-1.0,-1.0,-1,House,3315 Rue Sinclair,Longueuil (Saint-Hubert),,9024573,https://www.realtor.ca/real-estate/22526300/3315-rue-sinclair-longueuil-saint-hubert-prince-charles,-73.416109,45.492108
6,2,,-1,"415,000",-1.0,-1.0,-1,House,151 Rue Féré,Saint-Eustache,,13193272,https://www.realtor.ca/real-estate/22329832/151-rue-féré-saint-eustache-west,-73.896268,45.554748
3,2,1476 sqft,-1,"417,293",-1.0,-1.0,-1,House,11385 Av. de Rome,Montréal (Montréal-Nord),,18582666,https://www.realtor.ca/real-estate/21836732/11385-av-de-rome-montréal-montréal-nord,-73.64695559,45.59305457
3,2,1476 sqft,-1,"417,293",-1.0,-1.0,-1,House,11379 Av. de Rome,Montréal (Montréal-Nord),,25110513,https://www.realtor.ca/real-estate/21836737/11379-av-de-rome-montréal-montréal-nord,-73.64711254,45.5931895
3,2,1346 sqft,-1,"418,347",-1.0,-1.0,-1,House,885 Rue Cartier,Longueuil (Le Vieux-Longueuil),,17162402,https://www.realtor.ca/real-estate/22662185/885-rue-cartier-longueuil-le-vieux-longueuil-central,-73.505696,45.522616
3,2,1200 sqft,-1,"418,347",-1.0,-1.0,-1,House,1021Z Rue St-Georges (Longueuil),Longueuil (Le Vieux-Longueuil),,27462420,https://www.realtor.ca/real-estate/22660335/1021z-rue-st-georges-longueuil-longueuil-le-vieux-longueuil-central,-73.502983,45.520852
3,2,893 sqft,-1,"419,000",-1.0,-1.0,-1,House,1584 Av. Alexandre-le-Grand,Boisbriand,,12973105,https://www.realtor.ca/real-estate/22656389/1584-av-alexandre-le-grand-boisbriand-central,-73.84283058,45.62275393
3,2,,-1,"419,000",-1.0,-1.0,-1,House,2576 Rue Patrick,Terrebonne (Lachenaie),,19833902,https://www.realtor.ca/real-estate/22546604/2576-rue-patrick-terrebonne-lachenaie-des-moulins,-73.584334,45.698471
4,2,,-1,"419,000",-1.0,-1.0,-1,House,33 Rue Sylvain,Saint-Basile-le-Grand,,21128496,https://www.realtor.ca/real-estate/22563606/33-rue-sylvain-saint-basile-le-grand-montagne,-73.284199,45.532843
7,2,,-1,"419,000",-1.0,-1.0,-1,House,3580 Mtée Major,Terrebonne (La Plaine),,26531213,https://www.realtor.ca/real-estate/22571713/3580-mtée-major-terrebonne-la-plaine-laurierchartrand,-73.70087824,45.77540616
6,2,,-1,"419,000",-1.0,-1.0,-1,House,715 16e Avenue (P.-a.-T.),Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,12496441,https://www.realtor.ca/real-estate/22574343/715-16e-avenue-p-a-t-montréal-rivière-des-prairiespointe-aux-trembles-pointe-aux-trembles,-73.492778,45.644057
5,2,,-1,"419,000",-1.0,-1.0,-1,House,1115 50e Avenue (P.-a.-T.),Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,26003282,https://www.realtor.ca/real-estate/22628466/1115-50e-avenue-p-a-t-montréal-rivière-des-prairiespointe-aux-trembles-pointe-aux-trembles,-73.49635894,45.6686357
3,2,,-1,"419,000",-1.0,-1.0,-1,House,46 Rue du Timonier,Oka,,13260453,https://www.realtor.ca/real-estate/22624270/46-rue-du-timonier-oka,-74.16656867,45.50500284
5,2,,-1,"419,000",-1.0,-1.0,-1,House,2440 Av. Payan,Saint-Hyacinthe,,25521589,https://www.realtor.ca/real-estate/22265608/2440-av-payan-saint-hyacinthe-bourg-jolibois-joli,-72.9504379,45.63726908
3,2,129.9 m2,-1,"419,000",-1.0,-1.0,-1,House,9936 3e Rue,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,28994685,https://www.realtor.ca/real-estate/22405510/9936-3e-rue-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.563595,45.660637
3,2,909 sqft,-1,"419,000",-1.0,-1.0,-1,House,419 Rue Marthe,Saint-Philippe,,25520312,https://www.realtor.ca/real-estate/22663169/419-rue-marthe-saint-philippe,-73.491519,45.367274
4,2,,-1,"419,000",-1.0,-1.0,-1,House,165 Rue d'Orléans,Saint-Jean-sur-Richelieu,,20179876,https://www.realtor.ca/real-estate/22129974/165-rue-dorléans-saint-jean-sur-richelieu-saint-athanase,-73.24089017,45.26813996
3,2,,-1,"419,000",-1.0,-1.0,-1,House,171 Rue St-Louis O.,Saint-Rémi,,22072908,https://www.realtor.ca/real-estate/22503554/171-rue-st-louis-o-saint-rémi,-73.629727,45.261242
4,2,,-1,"419,000",-1.0,-1.0,-1,House,9 Av. des Tilleuls,Salaberry-de-Valleyfield,,24914011,https://www.realtor.ca/real-estate/22495419/9-av-des-tilleuls-salaberry-de-valleyfield-salaberry-de-valleyfield,-74.110595,45.245167
4,2,1335 sqft,-1,"419,000",-1.0,-1.0,-1,House,13 Rue Lalonde,Mercier,,24272711,https://www.realtor.ca/real-estate/22542737/13-rue-lalonde-mercier,-73.748929,45.301982
3,3,,-1,"419,000",-1.0,-1.0,-1,House,4492 Rue Forester,Longueuil (Saint-Hubert),,23013846,https://www.realtor.ca/real-estate/21749972/4492-rue-forester-longueuil-saint-hubert-orchard,-73.436159,45.486309
4,2,1248 sqft,-1,"419,000",-1.0,-1.0,-1,House,2340 Rue St-Césaire,Marieville,,19993752,https://www.realtor.ca/real-estate/22629272/2340-rue-st-césaire-marieville,-73.14771647,45.43465866
4,2,,-1,"419,900",-1.0,-1.0,-1,House,974 1re rue De Tracy,Chambly,,14176063,https://www.realtor.ca/real-estate/22629159/974-1re-rue-de-tracy-chambly,-73.30973071,45.44936221
5,2,,-1,"419,900",-1.0,-1.0,-1,House,400 Boul. de La Magdeleine,La Prairie,,18669187,https://www.realtor.ca/real-estate/22602279/400-boul-de-la-magdeleine-la-prairie-la-magdeleine,-73.470629,45.415741
4,2,,-1,"419,900",-1.0,-1.0,-1,House,963 Rue Antoine-Coupal,Saint-Jean-sur-Richelieu,,9611022,https://www.realtor.ca/real-estate/22561850/963-rue-antoine-coupal-saint-jean-sur-richelieu-saint-jean-sur-richelieu,-73.30310341,45.30926073
3,2,,-1,"419,900",-1.0,-1.0,-1,House,1 Rue Colpron,Saint-Constant,,14243183,https://www.realtor.ca/real-estate/22591158/1-rue-colpron-saint-constant,-73.561655,45.361792
5,2,,-1,"419,900",-1.0,-1.0,-1,House,129 Rue Renaud,Notre-Dame-de-l'Île-Perrot,,22059498,https://www.realtor.ca/real-estate/22496082/129-rue-renaud-notre-dame-de-lîle-perrot,-73.93573052,45.38857386
3,2,,-1,"419,900",-1.0,-1.0,-1,House,7255 Boul. Lévesque E.,Laval (Duvernay),,12759370,https://www.realtor.ca/real-estate/22426529/7255-boul-lévesque-e-laval-duvernay-east,-73.610222,45.648493
4,2,,-1,"419,900",-1.0,-1.0,-1,House,6774 Rue Joseph-A.-Mantha,Longueuil (Saint-Hubert),,23561511,https://www.realtor.ca/real-estate/22568280/6774-rue-joseph-a-mantha-longueuil-saint-hubert-street-names-m,-73.39680429,45.4986696
5,2,,-1,"419,900",-1.0,-1.0,-1,House,655 Rue Morin,Longueuil (Le Vieux-Longueuil),,23975776,https://www.realtor.ca/real-estate/22637302/655-rue-morin-longueuil-le-vieux-longueuil-street-names-p-m-c,-73.452033,45.524919
3,2,,-1,"419,900",-1.0,-1.0,-1,House,17570 Place de Picardie,Mirabel,,14640406,https://www.realtor.ca/real-estate/22633494/17570-place-de-picardie-mirabel-saint-janvier,-73.92714153,45.69785501
3,2,,-1,"419,900",-1.0,-1.0,-1,House,425Z Av. de l'Étang,Mascouche,,13833545,https://www.realtor.ca/real-estate/22622517/425z-av-de-létang-mascouche-city,-73.62199715,45.7342784
4,2,,-1,"419,900",-1.0,-1.0,-1,House,1118 Rue Carignan,Boisbriand,,24280972,https://www.realtor.ca/real-estate/22574390/1118-rue-carignan-boisbriand-central,-73.83509749,45.62122101
3,2,1051.34 sqft,-1,"419,900",-1.0,-1.0,-1,House,397 Rue Samuel-De Champlain,Sainte-Julie,,11230436,https://www.realtor.ca/real-estate/22664508/397-rue-samuel-de-champlain-sainte-julie-du-vieux-village,-73.33256988,45.58804584
6,2,,-1,"419,900",-1.0,-1.0,-1,House,415 Rue Daoust,Sainte-Julie,,24532830,https://www.realtor.ca/real-estate/22650457/415-rue-daoust-sainte-julie-du-vieux-village,-73.33531456,45.58739281
4,2,,-1,"419,900",-1.0,-1.0,-1,House,173 Carré de la Baie,Terrebonne (Lachenaie),,19470818,https://www.realtor.ca/real-estate/22651711/173-carré-de-la-baie-terrebonne-lachenaie-des-moulins,-73.58394,45.699342
5,2,,-1,"420,000",-1.0,-1.0,-1,House,184 Rue Odette,Repentigny (Le Gardeur),,12674796,https://www.realtor.ca/real-estate/21864600/184-rue-odette-repentigny-le-gardeur,-73.468815,45.7581
3,2,,-1,"420,000",-1.0,-1.0,-1,House,90 Rue Lafrance,Longueuil (Le Vieux-Longueuil),,27536716,https://www.realtor.ca/real-estate/21607660/90-rue-lafrance-longueuil-le-vieux-longueuil-fatima,-73.475373,45.576927
3,2,1788 sqft,-1,"420,000",-1.0,-1.0,-1,House,Rue de Liège,Saint-Colomban,,11487085,https://www.realtor.ca/real-estate/21424236/rue-de-liège-saint-colomban,-74.0647673,45.75579234
3,2,1788 sqft,-1,"420,000",-1.0,-1.0,-1,House,Rue de Liège,Saint-Colomban,,15719963,https://www.realtor.ca/real-estate/21424240/rue-de-liège-saint-colomban,-74.06624815,45.75609782
4,2,,-1,"420,000",-1.0,-1.0,-1,House,281 Rue Clément,Sainte-Anne-des-Plaines,,12260073,https://www.realtor.ca/real-estate/22389930/281-rue-clément-sainte-anne-des-plaines,-73.805791,45.766683
11,2,,-1,"420,000",-1.0,-1.0,-1,House,81 Rue Brodeur,Longueuil (Le Vieux-Longueuil),,21237103,https://www.realtor.ca/real-estate/22172080/81-rue-brodeur-longueuil-le-vieux-longueuil-east,-73.475893,45.528256
3,2,,-1,"420,000",-1.0,-1.0,-1,House,235 Rue Leber,Saint-Constant,,10388895,https://www.realtor.ca/real-estate/22584312/235-rue-leber-saint-constant,-73.573946,45.365786
4,2,,-1,"421,000",-1.0,-1.0,-1,House,1272 Rue Palardy,Saint-Bruno-de-Montarville,,12979040,https://www.realtor.ca/real-estate/22643331/1272-rue-palardy-saint-bruno-de-montarville,-73.347596,45.530397
4,2,,-1,"422,000",-1.0,-1.0,-1,House,63 3e Avenue S.,Montréal (Pierrefonds-Roxboro),,11046424,https://www.realtor.ca/real-estate/22655582/63-3e-avenue-s-montréal-pierrefonds-roxboro-roxboro,-73.80157303,45.50827647
3,2,,-1,"424,900",-1.0,-1.0,-1,House,568 Rue de Megève,Laval (Laval-des-Rapides),,18462708,https://www.realtor.ca/real-estate/22278218/568-rue-de-megève-laval-laval-des-rapides,-73.70685432,45.56543678
3,2,1453 sqft,-1,"424,900",-1.0,-1.0,-1,House,329 Rue Lavigne,Châteauguay,,19143626,https://www.realtor.ca/real-estate/22648758/329-rue-lavigne-châteauguay,-73.72118707,45.37360118
3,2,,-1,"424,900",-1.0,-1.0,-1,House,193 Rue Vivaldi,Saint-Constant,,13350119,https://www.realtor.ca/real-estate/22610773/193-rue-vivaldi-saint-constant,-73.59217188,45.38058893
4,2,,-1,"424,900",-1.0,-1.0,-1,House,4650 Crois. Orange,Brossard,,25849604,https://www.realtor.ca/real-estate/22472685/4650-crois-orange-brossard-street-names-o,-73.460968,45.433361
5,2,,-1,"424,900",-1.0,-1.0,-1,House,1550 Rue Balmoral,Longueuil (Saint-Hubert),,16751206,https://www.realtor.ca/real-estate/21555230/1550-rue-balmoral-longueuil-saint-hubert-laflèche,-73.457255,45.491689
3,2,,-1,"424,900",-1.0,-1.0,-1,House,568 Rue de Megève,Laval (Laval-des-Rapides),,18462708,https://www.realtor.ca/real-estate/22278218/568-rue-de-megève-laval-laval-des-rapides,-73.70685432,45.56543678
3,2,123.69 m2,-1,"424,900",-1.0,-1.0,-1,House,735 Rue Bouvier,La Présentation,,14205915,https://www.realtor.ca/real-estate/22547559/735-rue-bouvier-la-présentation,-73.04959558,45.66549586
3,2,,-1,"424,900",-1.0,-1.0,-1,House,193 Rue Vivaldi,Saint-Constant,,13350119,https://www.realtor.ca/real-estate/22610773/193-rue-vivaldi-saint-constant,-73.59217188,45.38058893
3,2,,-1,"425,000",-1.0,-1.0,-1,House,610 Rue Carleton,Laval (Chomedey),,13363554,https://www.realtor.ca/real-estate/22601258/610-rue-carleton-laval-chomedey-others,-73.769739,45.525042
3,2,,-1,"425,000",-1.0,-1.0,-1,House,248 Ch. Haendel,Candiac,,20450609,https://www.realtor.ca/real-estate/22423180/248-ch-haendel-candiac,-73.53329488,45.38400693
3,2,,-1,"425,000",-1.0,-1.0,-1,House,8340 Rue Jonathan,Mirabel,,27057320,https://www.realtor.ca/real-estate/22500484/8340-rue-jonathan-mirabel-saint-augustin,-73.97990832,45.62983896
4,2,,-1,"425,000",-1.0,-1.0,-1,House,511 Rue Delibes,Sainte-Julie,,10535106,https://www.realtor.ca/real-estate/22597764/511-rue-delibes-sainte-julie-de-larc-en-ciel,-73.324237,45.576165
5,2,,-1,"425,000",-1.0,-1.0,-1,House,129 Rue Claire,Saint-Jean-sur-Richelieu,,17852280,https://www.realtor.ca/real-estate/22627175/129-rue-claire-saint-jean-sur-richelieu-saint-luc,-73.275482,45.359096
6,3,,-1,"425,000",-1.0,-1.0,-1,House,83 Rue Paquin,Saint-Joseph-du-Lac,,25568425,https://www.realtor.ca/real-estate/22515640/83-rue-paquin-saint-joseph-du-lac-south,-73.97279006,45.51624124
6,2,,-1,"425,000",-1.0,-1.0,-1,House,455 Rue Dalpé,Verchères,,15397591,https://www.realtor.ca/real-estate/22640447/455-rue-dalpé-verchères,-73.36103954,45.7712379
4,2,1091 sqft,-1,"425,000",-1.0,-1.0,-1,House,604 Crois. Dubord,Dorval,,26585709,https://www.realtor.ca/real-estate/22646901/604-crois-dubord-dorval-north,-73.78082097,45.45285
3,2,,-1,"425,000",-1.0,-1.0,-1,House,556 80e Avenue,Laval (Chomedey),,24900218,https://www.realtor.ca/real-estate/21726131/556-80e-avenue-laval-chomedey-others,-73.742014,45.538017
4,2,,-1,"425,000",-1.0,-1.0,-1,House,156 Rue Sexton,Longueuil (Greenfield Park),,17358788,https://www.realtor.ca/real-estate/22036277/156-rue-sexton-longueuil-greenfield-park,-73.47429926,45.4826837
4,2,887 sqft,-1,"425,000",-1.0,-1.0,-1,House,39 Rue Guy,Vaudreuil-Dorion,,14686617,https://www.realtor.ca/real-estate/22613233/39-rue-guy-vaudreuil-dorion-vaudreuil-east,-74.03733663,45.39799112
4,2,,-1,"425,000",-1.0,-1.0,-1,House,6205 Rue Belair,Brossard,,20285039,https://www.realtor.ca/real-estate/22650827/6205-rue-belair-brossard-street-names-b,-73.44935974,45.47007635
2,2,,-1,"425,000",-1.0,-1.0,-1,House,5805 Rue Villiers,Brossard,,25461841,https://www.realtor.ca/real-estate/22642782/5805-rue-villiers-brossard-street-names-v,-73.49273696,45.47236935
4,2,,-1,"425,000",-1.0,-1.0,-1,House,25 Rue Ozias-Leduc,Blainville,,20532027,https://www.realtor.ca/real-estate/22633795/25-rue-ozias-leduc-blainville-north,-73.902245,45.689601
6,2,,-1,"425,000",-1.0,-1.0,-1,House,3345 Rue Perras,Longueuil (Saint-Hubert),,21472359,https://www.realtor.ca/real-estate/22575907/3345-rue-perras-longueuil-saint-hubert-street-names-l-p,-73.429766,45.498029
4,2,,-1,"425,000",-1.0,-1.0,-1,House,39 5e Avenue,Beauharnois,,16129513,https://www.realtor.ca/real-estate/22658537/39-5e-avenue-beauharnois-melocheville,-73.96499234,45.31086256
3,3,1526 sqft,-1,"425,310",-1.0,-1.0,-1,House,4425 Rue Kensington,Longueuil (Saint-Hubert),,14976568,https://www.realtor.ca/real-estate/22115693/4425-rue-kensington-longueuil-saint-hubert-central,-73.41002864,45.47101699
5,2,,-1,"426,800",-1.0,-1.0,-1,House,5770 Rue Parizeau,Brossard,,22591910,https://www.realtor.ca/real-estate/22640143/5770-rue-parizeau-brossard-street-names-p,-73.48593287,45.47418156
4,2,,-1,"429,000",-1.0,-1.0,-1,House,4925 Rue des Chênes,Sainte-Catherine,,22534990,https://www.realtor.ca/real-estate/22585119/4925-rue-des-chênes-sainte-catherine,-73.568849,45.39378519
5,2,,-1,"429,000",-1.0,-1.0,-1,House,480 Rue Gandhi,Laval (Sainte-Dorothée),,19875539,https://www.realtor.ca/real-estate/22384632/480-rue-gandhi-laval-sainte-dorothée-east-islemère,-73.801161,45.517305
6,3,,-1,"429,000",-1.0,-1.0,-1,House,304Z 26e Avenue,Deux-Montagnes,,16241044,https://www.realtor.ca/real-estate/22631686/304z-26e-avenue-deux-montagnes-north,-73.9108265,45.53505951
3,2,,-1,"429,000",-1.0,-1.0,-1,House,22 Rue Marielle-Primeau,Mercier,,9199285,https://www.realtor.ca/real-estate/22648511/22-rue-marielle-primeau-mercier,-73.75469892,45.31379906
3,2,,-1,"429,000",-1.0,-1.0,-1,House,3643 Rue Lévesque,Longueuil (Saint-Hubert),,26823326,https://www.realtor.ca/real-estate/22642359/3643-rue-lévesque-longueuil-saint-hubert-street-names-l-p,-73.43779,45.496828
3,3,,-1,"429,000",-1.0,-1.0,-1,House,287 Route Édouard-VII,Saint-Jacques-le-Mineur,,22672243,https://www.realtor.ca/real-estate/22600910/287-route-édouard-vii-saint-jacques-le-mineur,-73.42089354,45.27232748
3,2,,-1,"429,000",-1.0,-1.0,-1,House,498 Rue des Poètes,Salaberry-de-Valleyfield,,24425583,https://www.realtor.ca/real-estate/22529716/498-rue-des-poètes-salaberry-de-valleyfield-grande-île,-74.139654,45.281712
3,3,,-1,"429,000",-1.0,-1.0,-1,House,106 Rue Rapin,Salaberry-de-Valleyfield,,13019207,https://www.realtor.ca/real-estate/22500446/106-rue-rapin-salaberry-de-valleyfield-saint-timothée,-74.09488515,45.27702778
4,2,1548 sqft,-1,"429,000",-1.0,-1.0,-1,House,4338 5e Rue,Laval (Chomedey),,21340297,https://www.realtor.ca/real-estate/22561906/4338-5e-rue-laval-chomedey-others,-73.753119,45.532634
4,2,,-1,"429,000",-1.0,-1.0,-1,House,11470 Av. Olier,Montréal (Montréal-Nord),,12467436,https://www.realtor.ca/real-estate/22656387/11470-av-olier-montréal-montréal-nord,-73.611479,45.611529
4,2,,-1,"429,000",-1.0,-1.0,-1,House,320 Rue Notre-Dame,Charlemagne,,9990297,https://www.realtor.ca/real-estate/22666128/320-rue-notre-dame-charlemagne,-73.48360151,45.72601121
3,2,,-1,"429,000",-1.0,-1.0,-1,House,369 Rue St-Philippe,Laval (Saint-Vincent-de-Paul),,12752187,https://www.realtor.ca/real-estate/22328907/369-rue-st-philippe-laval-saint-vincent-de-paul,-73.64403,45.611027
5,2,843 sqft,-1,"429,000",-1.0,-1.0,-1,House,7612 13e Avenue,Montréal (Villeray/Saint-Michel/Parc-Extension),,28578319,https://www.realtor.ca/real-estate/22602342/7612-13e-avenue-montréal-villeraysaint-michelparc-extension-saint-michel,-73.60291,45.562663
6,3,3600 sqft,-1,"429,000",-1.0,-1.0,-1,House,213 Mtée Filion,Saint-Colomban,,9838692,https://www.realtor.ca/real-estate/22519958/213-mtée-filion-saint-colomban,-74.082359,45.771621
6,2,,-1,"429,000",-1.0,-1.0,-1,House,14941-14943 Rue Alexandre,Mirabel,,18505916,https://www.realtor.ca/real-estate/22649569/14941-14943-rue-alexandre-mirabel-saint-canut,-74.08215344,45.71970168
2,3,,-1,"429,000",-1.0,-1.0,-1,House,30 Rue Létourneau,Laval (Sainte-Rose),,17273157,https://www.realtor.ca/real-estate/22648116/30-rue-létourneau-laval-sainte-rose-old-ste-rose,-73.778607,45.630686
3,2,,-1,"429,000",-1.0,-1.0,-1,House,182 Rue Beethoven,Vaudreuil-Dorion,,19810134,https://www.realtor.ca/real-estate/22511207/182-rue-beethoven-vaudreuil-dorion-vaudreuil-west,-74.03867393,45.37974306
3,2,,-1,"429,000",-1.0,-1.0,-1,House,394 Rue Pierre-Boileau,Montréal (L'Île-Bizard/Sainte-Geneviève),,17672379,https://www.realtor.ca/real-estate/22639495/394-rue-pierre-boileau-montréal-lîle-bizardsainte-geneviève-lîle-bizard,-73.870152,45.492308
3,2,,-1,"429,888",-1.0,-1.0,-1,House,16920 Boul. Gouin O.,Montréal (L'Île-Bizard/Sainte-Geneviève),,12292284,https://www.realtor.ca/real-estate/22453426/16920-boul-gouin-o-montréal-lîle-bizardsainte-geneviève-sainte-geneviève,-73.87727424,45.47166424
4,2,,-1,"429,900",-1.0,-1.0,-1,House,2865 Rue St-Charles,Saint-Hyacinthe,,14185808,https://www.realtor.ca/real-estate/22440121/2865-rue-st-charles-saint-hyacinthe-la-providence,-72.95309646,45.61478717
4,2,,-1,"429,900",-1.0,-1.0,-1,House,1956 Rue Pigeon,Mascouche,,26328978,https://www.realtor.ca/real-estate/22629286/1956-rue-pigeon-mascouche-city,-73.644445,45.727201
4,2,,-1,"429,900",-1.0,-1.0,-1,House,85 Rue Brosseau,La Prairie,,12241347,https://www.realtor.ca/real-estate/22661424/85-rue-brosseau-la-prairie-la-citière,-73.49020673,45.41942246
4,2,,-1,"429,900",-1.0,-1.0,-1,House,827 Rg Chartier,Mont-Saint-Grégoire,,21815428,https://www.realtor.ca/real-estate/22328316/827-rg-chartier-mont-saint-grégoire,-73.118031,45.345633
3,2,,-1,"429,900",-1.0,-1.0,-1,House,60 Rue Fréchette,Boucherville,,9126607,https://www.realtor.ca/real-estate/22515588/60-rue-fréchette-boucherville-la-seigneurie,-73.46138949,45.58745041
4,2,950 sqft,-1,"429,900",-1.0,-1.0,-1,House,12720 Av. Gaston-Ramon,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,24844663,https://www.realtor.ca/real-estate/22622295/12720-av-gaston-ramon-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.590001,45.647304
3,2,,-1,"429,900",-1.0,-1.0,-1,House,628 Boul. Lacombe,Repentigny (Le Gardeur),,25009638,https://www.realtor.ca/real-estate/22492117/628-boul-lacombe-repentigny-le-gardeur,-73.453939,45.766528
4,2,,-1,"429,900",-1.0,-1.0,-1,House,12215 58e Avenue (R.-d.-P.),Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,17476518,https://www.realtor.ca/real-estate/22640550/12215-58e-avenue-r-d-p-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.56488592,45.653323
4,2,,-1,"429,900",-1.0,-1.0,-1,House,37B Rue Lanctôt,Saint-Constant,,12677471,https://www.realtor.ca/real-estate/22357306/37b-rue-lanctôt-saint-constant,-73.55797313,45.38183579
2,2,,-1,"429,900",-1.0,-1.0,-1,House,21 Rue Paul-Jobin,Blainville,,27831482,https://www.realtor.ca/real-estate/22320907/21-rue-paul-jobin-blainville-north,-73.884816,45.669698
4,2,,-1,"429,900",-1.0,-1.0,-1,House,1594 Rue Chopin,Laval (Vimont),,24126553,https://www.realtor.ca/real-estate/22072197/1594-rue-chopin-laval-vimont-others,-73.71304645,45.59559175
3,2,,-1,"430,000",-1.0,-1.0,-1,House,130 Boul. Louis-Philippe-Picard,Repentigny (Repentigny),,27010459,https://www.realtor.ca/real-estate/22573041/130-boul-louis-philippe-picard-repentigny-repentigny,-73.405826,45.786505
5,2,,-1,"434,900",-1.0,-1.0,-1,House,14395 Rue du Noroît,Mirabel,,12441585,https://www.realtor.ca/real-estate/22660551/14395-rue-du-noroît-mirabel-saint-janvier,-73.93977546,45.707042
3,2,,-1,"434,900",-1.0,-1.0,-1,House,410 Rue De Gaulle S.,Saint-Philippe,,27293594,https://www.realtor.ca/real-estate/22654586/410-rue-de-gaulle-s-saint-philippe,-73.490434,45.367053
4,2,,-1,"435,000",-1.0,-1.0,-1,House,28 Rue du Chevalier,Blainville,,27303281,https://www.realtor.ca/real-estate/22629288/28-rue-du-chevalier-blainville-north,-73.86740003,45.68046112
2,2,1450 sqft,-1,"435,000",-1.0,-1.0,-1,House,54 Rue du Cid,Repentigny (Repentigny),,10232521,https://www.realtor.ca/real-estate/22613265/54-rue-du-cid-repentigny-repentigny,-73.465136,45.730137
5,3,,-1,"435,000",-1.0,-1.0,-1,House,1016 Rue des Pivoines,Mascouche,,21287234,https://www.realtor.ca/real-estate/22347344/1016-rue-des-pivoines-mascouche-mascouche-heights,-73.65835075,45.75402428
3,2,103.06 m2,-1,"435,000",-1.0,-1.0,-1,House,97 Rue du Littoral,Saint-Eustache,,20488072,https://www.realtor.ca/real-estate/22611510/97-rue-du-littoral-saint-eustache-east,-73.85728795,45.58030727
5,2,,-1,"435,000",-1.0,-1.0,-1,House,1591 Rue de St-Émilion,Saint-Jérôme,,22172605,https://www.realtor.ca/real-estate/22643543/1591-rue-de-st-émilion-saint-jérôme-bellefeuille,-74.048385,45.79574
