bedrooms,bathroom,surface sft,land surface,price,gross tax,strata fee,build year,type,address,city,district,listing id,url,longitude,latitude
4,2,,-1,"589,000",-1.0,-1.0,-1,House,12209 Av. Pierre-Baillargeon,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,15453632,https://www.realtor.ca/real-estate/22426383/12209-av-pierre-baillargeon-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.5789991,45.64368598
4,3,,-1,"589,900",-1.0,-1.0,-1,House,110 Rue Ross,Léry,,19590664,https://www.realtor.ca/real-estate/22628008/110-rue-ross-léry,-73.78803798,45.36027046
3,2,1620 sqft,-1,"589,900",-1.0,-1.0,-1,House,82 Rue des Violettes,Blainville,,14276086,https://www.realtor.ca/real-estate/22544153/82-rue-des-violettes-blainville-south,-73.880909,45.658264
3,3,2273 sqft,-1,"590,000",-1.0,-1.0,-1,House,1143 Rue Joanie,Laval (Sainte-Dorothée),,22479420,https://www.realtor.ca/real-estate/22542525/1143-rue-joanie-laval-sainte-dorothée-west-islemère,-73.847761,45.52299
3,2,2164 sqft,-1,"590,000",-1.0,-1.0,-1,House,Rue de Liège,Saint-Colomban,,27552360,https://www.realtor.ca/real-estate/22626353/rue-de-liège-saint-colomban,-74.06680217,45.75450233
4,3,,-1,"590,000",-1.0,-1.0,-1,House,5721 Av. Auteuil,Brossard,,15167950,https://www.realtor.ca/real-estate/22290655/5721-av-auteuil-brossard-street-names-a,-73.45453761,45.47473039
3,2,,-1,"594,000",-1.0,-1.0,-1,House,8555 Rue des Prévoyants,Montréal (Saint-Léonard),,20453001,https://www.realtor.ca/real-estate/22636301/8555-rue-des-prévoyants-montréal-saint-léonard,-73.596725,45.590487
3,2,,-1,"595,000",-1.0,-1.0,-1,House,2054 Rue de Beaurivage,Montréal (Mercier/Hochelaga-Maisonneuve),,20494990,https://www.realtor.ca/real-estate/22664326/2054-rue-de-beaurivage-montréal-mercierhochelaga-maisonneuve-mercier,-73.517333,45.591641
4,2,,-1,"595,000",-1.0,-1.0,-1,House,1040 Rue Fréchette,Longueuil (Le Vieux-Longueuil),,21168953,https://www.realtor.ca/real-estate/22448058/1040-rue-fréchette-longueuil-le-vieux-longueuil-bellerive,-73.48178006,45.54451288
5,2,,-1,"595,000",-1.0,-1.0,-1,House,260 Ch. Évangéline,Saint-Jean-sur-Richelieu,,13852199,https://www.realtor.ca/real-estate/22541674/260-ch-évangéline-saint-jean-sur-richelieu-lacadie,-73.37260547,45.34269277
3,2,,-1,"595,000",-1.0,-1.0,-1,House,3090 Tsse des Abénaquis,Longueuil (Le Vieux-Longueuil),,27680388,https://www.realtor.ca/real-estate/22593451/3090-tsse-des-abénaquis-longueuil-le-vieux-longueuil-pierre-boucher,-73.445355,45.535738
5,2,2340 sqft,-1,"595,000",-1.0,-1.0,-1,House,15424 Rue Hazelnut,Montréal (Pierrefonds-Roxboro),,22157222,https://www.realtor.ca/real-estate/22604854/15424-rue-hazelnut-montréal-pierrefonds-roxboro-pierrefondscentral-west,-73.854841,45.47063
3,2,,-1,"595,000",-1.0,-1.0,-1,House,1160 Rue Ste-Thérèse,Saint-Jean-sur-Richelieu,,27141863,https://www.realtor.ca/real-estate/22557052/1160-rue-ste-thérèse-saint-jean-sur-richelieu-saint-luc,-73.25989224,45.36895595
5,2,,-1,"595,000",-1.0,-1.0,-1,House,27 Rue du Parc-Burgoyne,Léry,,13874825,https://www.realtor.ca/real-estate/22515450/27-rue-du-parc-burgoyne-léry,-73.81848825,45.32842592
3,2,1818 sqft,-1,"595,000",-1.0,-1.0,-1,House,1519 Rue des Jonquilles,Sainte-Julie,,20969135,https://www.realtor.ca/real-estate/22070795/1519-rue-des-jonquilles-sainte-julie-de-la-vallée,-73.328391,45.591857
4,2,,-1,"595,000",-1.0,-1.0,-1,House,190 Rue Paul,Longueuil (Le Vieux-Longueuil),,25572423,https://www.realtor.ca/real-estate/22660502/190-rue-paul-longueuil-le-vieux-longueuil-east,-73.470606,45.528776
3,2,,-1,"595,000",-1.0,-1.0,-1,House,Ch. des Vingt,#LOT 8,,28173952,https://www.realtor.ca/real-estate/22478151/ch-des-vingt-lot-8-saint-mathieu-de-beloeil,-73.2764035,45.574876
4,2,,-1,"595,000",-1.0,-1.0,-1,House,12235 16e Avenue (R.-d.-P.),Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,24769254,https://www.realtor.ca/real-estate/22285635/12235-16e-avenue-r-d-p-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.598039,45.632807
2,2,,-1,"595,000",-1.0,-1.0,-1,House,365 52e Avenue,Montréal (Lachine),,19881230,https://www.realtor.ca/real-estate/22202115/365-52e-avenue-montréal-lachine-west,-73.71536557,45.44175992
5,2,1504 sqft,-1,"595,000",-1.0,-1.0,-1,House,70 Av. Sauriol,Laval (Laval-des-Rapides),,10553253,https://www.realtor.ca/real-estate/22431341/70-av-sauriol-laval-laval-des-rapides,-73.717663,45.548536
3,2,,-1,"595,900",-1.0,-1.0,-1,House,24 Rue Verdi,Saint-Jean-sur-Richelieu,,12829552,https://www.realtor.ca/real-estate/22613481/24-rue-verdi-saint-jean-sur-richelieu-saint-jean-sur-richelieu,-73.248484,45.28424
4,3,,-1,"597,700",-1.0,-1.0,-1,House,12126 Av. Éva-Circé,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,18042317,https://www.realtor.ca/real-estate/22616875/12126-av-éva-circé-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.587198,45.637479
2,2,,-1,"598,000",-1.0,-1.0,-1,House,4002 Rue Louis-Veuillot,Montréal (Mercier/Hochelaga-Maisonneuve),,21909140,https://www.realtor.ca/real-estate/22537683/4002-rue-louis-veuillot-montréal-mercierhochelaga-maisonneuve-mercier,-73.54904129,45.57564069
4,2,,-1,"598,000",-1.0,-1.0,-1,House,742 Rue des Bruants,Mont-Saint-Hilaire,,23225408,https://www.realtor.ca/real-estate/22566073/742-rue-des-bruants-mont-saint-hilaire,-73.16676492,45.57458874
4,2,,-1,"598,000",-1.0,-1.0,-1,House,6750 25e Avenue,Montréal (Rosemont/La Petite-Patrie),,22807566,https://www.realtor.ca/real-estate/22321648/6750-25e-avenue-montréal-rosemontla-petite-patrie-new-rosemont,-73.583204,45.565706
3,2,1244 sqft,-1,"598,000",-1.0,-1.0,-1,House,7235 Rue Messier,Brossard,,21878741,https://www.realtor.ca/real-estate/22489149/7235-rue-messier-brossard-street-names-m,-73.45085183,45.45461894
3,2,,-1,"598,000",-1.0,-1.0,-1,House,9435 Boul. Gouin E.,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,9578220,https://www.realtor.ca/real-estate/21584411/9435-boul-gouin-e-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.57485044,45.65813601
5,2,,-1,"599,000",-1.0,-1.0,-1,House,1235 Crois. Champigny,Laval (Duvernay),,22927659,https://www.realtor.ca/real-estate/22438035/1235-crois-champigny-laval-duvernay-val-des-arbres,-73.679663,45.586387
2,2,,-1,"599,000",-1.0,-1.0,-1,House,7710-7710A Boul. Lévesque E.,Laval (Duvernay),,25570200,https://www.realtor.ca/real-estate/22442178/7710-7710a-boul-lévesque-e-laval-duvernay-east,-73.59432026,45.65623237
4,2,2622 m2,-1,"599,000",-1.0,-1.0,-1,House,130 Av. Alepin,Montréal (LaSalle),,12821764,https://www.realtor.ca/real-estate/22035860/130-av-alepin-montréal-lasalle,-73.59305991,45.43336717
4,2,,-1,"599,000",-1.0,-1.0,-1,House,75 Av. Elm,#7,,15948236,https://www.realtor.ca/real-estate/22583573/75-av-elm-7-beaconsfield-beacon-hill-north-east,-73.84061515,45.43731357
5,2,,-1,"599,000",-1.0,-1.0,-1,House,2083 Ch. des Patriotes,Richelieu,,28423397,https://www.realtor.ca/real-estate/22492149/2083-ch-des-patriotes-richelieu,-73.245764,45.432579
4,2,,-1,"599,000",-1.0,-1.0,-1,House,1759 Rue d'Argenson,Laval (Duvernay),,15426473,https://www.realtor.ca/real-estate/22622922/1759-rue-dargenson-laval-duvernay-others,-73.68512831,45.58541891
3,2,,-1,"599,000",-1.0,-1.0,-1,House,46 Av. Hillcrest,Pointe-Claire,,21637535,https://www.realtor.ca/real-estate/22638230/46-av-hillcrest-pointe-claire-south-east,-73.80486347,45.44387117
5,3,,-1,"599,000",-1.0,-1.0,-1,House,454 Ch. du Fleuve,Coteau-du-Lac,,22207565,https://www.realtor.ca/real-estate/22227096/454-ch-du-fleuve-coteau-du-lac,-74.16080249,45.30144718
5,2,,-1,"599,000",-1.0,-1.0,-1,House,228 Rue des Érables,Montréal (Lachine),,12091977,https://www.realtor.ca/real-estate/21914221/228-rue-des-érables-montréal-lachine-saint-pierre,-73.652135,45.444065
3,3,,-1,"599,000",-1.0,-1.0,-1,House,230 Rue des Érables,Montréal (Lachine),,19515620,https://www.realtor.ca/real-estate/21914292/230-rue-des-érables-montréal-lachine-saint-pierre,-73.652135,45.444065
5,2,,-1,"599,000",-1.0,-1.0,-1,House,5255 Rue de l'Anse-aux-Chênes,Montréal (Pierrefonds-Roxboro),,21570948,https://www.realtor.ca/real-estate/22522688/5255-rue-de-lanse-aux-chênes-montréal-pierrefonds-roxboro-pierrefondscentral-east,-73.852974,45.508187
4,3,,-1,"599,000",-1.0,-1.0,-1,House,27 Rue Davignon,Dollard-Des Ormeaux,,18758278,https://www.realtor.ca/real-estate/22663767/27-rue-davignon-dollard-des-ormeaux-east,-73.79615,45.486326
3,2,,-1,"599,000",-1.0,-1.0,-1,House,79 Ch. du Rivage,Saint-Antoine-sur-Richelieu,,11091069,https://www.realtor.ca/real-estate/22654097/79-ch-du-rivage-saint-antoine-sur-richelieu,-73.19294661,45.73415589
2,2,1122 sqft,-1,"599,000",-1.0,-1.0,-1,House,231Z Rue De La Gauchetière E.,Montréal (Ville-Marie),,11844810,https://www.realtor.ca/real-estate/22349259/231z-rue-de-la-gauchetière-e-montréal-ville-marie-central,-73.55847246,45.51039245
4,2,2214 sqft,-1,"599,000",-1.0,-1.0,-1,House,1700 Rue Trépanier,Brossard,,23380254,https://www.realtor.ca/real-estate/22627211/1700-rue-trépanier-brossard-street-names-t,-73.47361602,45.45852803
4,2,,-1,"599,000",-1.0,-1.0,-1,House,13158 Rue Shelborne,Montréal (Pierrefonds-Roxboro),,17964551,https://www.realtor.ca/real-estate/22603244/13158-rue-shelborne-montréal-pierrefonds-roxboro-pierrefondscentral-east,-73.836556,45.494102
5,3,2130 sqft,-1,"599,000",-1.0,-1.0,-1,House,111 Rue Dupont E.,Châteauguay,,9020643,https://www.realtor.ca/real-estate/22584808/111-rue-dupont-e-châteauguay,-73.737593,45.378492
3,2,,-1,"599,000",-1.0,-1.0,-1,House,15-17 Rue Florence,Vaudreuil-Dorion,,11668561,https://www.realtor.ca/real-estate/22643620/15-17-rue-florence-vaudreuil-dorion-vaudreuil-east,-74.04275046,45.39963363
4,2,,-1,"599,000",-1.0,-1.0,-1,House,260 Ch. de la Prucheraie,Sainte-Marthe-sur-le-Lac,,24952162,https://www.realtor.ca/real-estate/22601281/260-ch-de-la-prucheraie-sainte-marthe-sur-le-lac-north,-73.93340934,45.53498414
4,2,149.99 m2,-1,"599,000",-1.0,-1.0,-1,House,1152 Rue de la Tradition,Saint-Lazare,,15598861,https://www.realtor.ca/real-estate/22655252/1152-rue-de-la-tradition-saint-lazare-maplehéritagebirdsdalecèdres,-74.16548842,45.39264236
3,2,7482 sqft,-1,"599,000",-1.0,-1.0,-1,House,338Z Ch. des Patriotes,#A,,15962334,https://www.realtor.ca/real-estate/22654312/338z-ch-des-patriotes-a-saint-mathias-sur-richelieu,-73.265306,45.482829
3,2,,-1,"599,000",-1.0,-1.0,-1,House,338A Ch. des Patriotes,Saint-Mathias-sur-Richelieu,,19996693,https://www.realtor.ca/real-estate/22654425/338a-ch-des-patriotes-saint-mathias-sur-richelieu,-73.265306,45.482829
4,2,,-1,"599,000",-1.0,-1.0,-1,House,515 Rue de Guyenne,Laval (Laval-des-Rapides),,12689024,https://www.realtor.ca/real-estate/22651674/515-rue-de-guyenne-laval-laval-des-rapides,-73.704201,45.561002
3,2,1544.16 sqft,-1,"599,000",-1.0,-1.0,-1,House,6900-6902 25e Avenue,Montréal (Rosemont/La Petite-Patrie),,25617924,https://www.realtor.ca/real-estate/22558740/6900-6902-25e-avenue-montréal-rosemontla-petite-patrie-new-rosemont,-73.58413571,45.56598825
3,2,,-1,"599,000",-1.0,-1.0,-1,House,954-954A Boul. de L'Assomption,Repentigny (Repentigny),,12360434,https://www.realtor.ca/real-estate/22530922/954-954a-boul-de-lassomption-repentigny-repentigny,-73.448493,45.772624
5,3,,-1,"599,000",-1.0,-1.0,-1,House,12869 Rue Plaisance,Montréal (Pierrefonds-Roxboro),,10584994,https://www.realtor.ca/real-estate/22608842/12869-rue-plaisance-montréal-pierrefonds-roxboro-pierrefondscentral-east,-73.83695982,45.50178074
4,2,179.9 m2,-1,"599,000",-1.0,-1.0,-1,House,165 47e Avenue,Montréal (Lachine),,21758544,https://www.realtor.ca/real-estate/22589220/165-47e-avenue-montréal-lachine-west,-73.708563,45.438597
3,3,,-1,"599,000",-1.0,-1.0,-1,House,50 Rue des Bateliers,Beauharnois,,18088133,https://www.realtor.ca/real-estate/22622255/50-rue-des-bateliers-beauharnois-melocheville,-73.956557,45.310711
3,2,,-1,"599,000",-1.0,-1.0,-1,House,73 Boul. D'Youville,Châteauguay,,24970757,https://www.realtor.ca/real-estate/22380029/73-boul-dyouville-châteauguay,-73.754181,45.3647
12,6,,-1,"599,000",-1.0,-1.0,-1,House,405 Ch. de la Grande-Ligne,Saint-Urbain-Premier,,23261535,https://www.realtor.ca/real-estate/21218709/405-ch-de-la-grande-ligne-saint-urbain-premier,-73.696625,45.208362
5,2,,-1,"599,000",-1.0,-1.0,-1,House,592 Rue des Balsamines,Saint-Eustache,,12310963,https://www.realtor.ca/real-estate/22555732/592-rue-des-balsamines-saint-eustache-north-east,-73.894448,45.579643
4,2,,-1,"599,000",-1.0,-1.0,-1,House,1981 Ch. O'Brien,Laval (Chomedey),,27277142,https://www.realtor.ca/real-estate/22619699/1981-ch-obrien-laval-chomedey-domaine-renaud,-73.732134,45.5728
3,2,,-1,"599,000",-1.0,-1.0,-1,House,21 Rue Charade,Dollard-Des Ormeaux,,20750310,https://www.realtor.ca/real-estate/22588549/21-rue-charade-dollard-des-ormeaux-west,-73.85373537,45.47341239
3,2,,-1,"599,000",-1.0,-1.0,-1,House,450 Rue de Provence,Boucherville,,25576209,https://www.realtor.ca/real-estate/22664882/450-rue-de-provence-boucherville-normandie,-73.42020806,45.57319548
5,3,,-1,"599,000",-1.0,-1.0,-1,House,1135 Rue de la Mairie,Blainville,,25428970,https://www.realtor.ca/real-estate/22546944/1135-rue-de-la-mairie-blainville-north,-73.885789,45.688845
4,2,102.6 m2,-1,"599,000",-1.0,-1.0,-1,House,1380 Rue Crevier,Montréal (Saint-Laurent),,20470549,https://www.realtor.ca/real-estate/22262037/1380-rue-crevier-montréal-saint-laurent-others,-73.690632,45.515097
3,2,,-1,"599,500",-1.0,-1.0,-1,House,40BZ Boul. des Sources,Pointe-Claire,,24031584,https://www.realtor.ca/real-estate/22384308/40bz-boul-des-sources-pointe-claire-south-east,-73.780293,45.448385
3,2,,-1,"599,900",-1.0,-1.0,-1,House,89 Av. Sauriol,Laval (Laval-des-Rapides),,19280559,https://www.realtor.ca/real-estate/22608042/89-av-sauriol-laval-laval-des-rapides,-73.71768,45.54925
4,2,,-1,"599,900",-1.0,-1.0,-1,House,7120 Boul. Monk,Montréal (Le Sud-Ouest),,22356348,https://www.realtor.ca/real-estate/22646886/7120-boul-monk-montréal-le-sud-ouest-saint-paulémard,-73.59181,45.447933
3,2,,-1,"599,900",-1.0,-1.0,-1,House,1 Boul. Normandie,Sainte-Anne-des-Plaines,,10270750,https://www.realtor.ca/real-estate/22523265/1-boul-normandie-sainte-anne-des-plaines,-73.78132071,45.72490252
2,2,,-1,"599,900",-1.0,-1.0,-1,House,272 Rue du Campagnol,Terrebonne (Lachenaie),,11003035,https://www.realtor.ca/real-estate/21718196/272-rue-du-campagnol-terrebonne-lachenaie-carrefour-des-fleurs,-73.49890577,45.71543474
3,2,,-1,"599,900",-1.0,-1.0,-1,House,1600 Route 235,Farnham,,16824296,https://www.realtor.ca/real-estate/22254099/1600-route-235-farnham,-72.992341,45.207445
3,3,,-1,"599,900",-1.0,-1.0,-1,House,229 Rue Amelia-Bowman,Saint-Jean-sur-Richelieu,,17412034,https://www.realtor.ca/real-estate/22663291/229-rue-amelia-bowman-saint-jean-sur-richelieu-saint-athanase,-73.24483387,45.31849732
3,2,,-1,"599,900",-1.0,-1.0,-1,House,3191-3201 Crois. du Lotus,Terrebonne (La Plaine),,19783139,https://www.realtor.ca/real-estate/22605804/3191-3201-crois-du-lotus-terrebonne-la-plaine-laurierchartrand,-73.71801985,45.7754451
5,3,,-1,"599,900",-1.0,-1.0,-1,House,3050 Tsse des Abénaquis,Longueuil (Le Vieux-Longueuil),,22318619,https://www.realtor.ca/real-estate/22561341/3050-tsse-des-abénaquis-longueuil-le-vieux-longueuil-pierre-boucher,-73.44451008,45.53587886
5,2,,-1,"599,900",-1.0,-1.0,-1,House,18 Crois. Barbeau,Saint-Constant,,21187228,https://www.realtor.ca/real-estate/22630074/18-crois-barbeau-saint-constant,-73.543034,45.37776
3,2,1150 sqft,-1,"599,900",-1.0,-1.0,-1,House,1025 34e Avenue,Montréal (LaSalle),,14148162,https://www.realtor.ca/real-estate/22432532/1025-34e-avenue-montréal-lasalle,-73.616518,45.422895
4,3,,-1,"599,900",-1.0,-1.0,-1,House,135 Rue Louis-Mongeau,Laval (Sainte-Rose),,26325388,https://www.realtor.ca/real-estate/22115429/135-rue-louis-mongeau-laval-sainte-rose-old-ste-rose,-73.783219,45.601351
3,3,,-1,"599,900",-1.0,-1.0,-1,House,1458Z Rue de l'Everest,Montréal (Saint-Laurent),,18591661,https://www.realtor.ca/real-estate/22297155/1458z-rue-de-leverest-montréal-saint-laurent-new-saint-laurentbois-franc,-73.700988,45.510712
6,3,,-1,"599,900",-1.0,-1.0,-1,House,573 Rue Principale,Laval (Sainte-Dorothée),,14595502,https://www.realtor.ca/real-estate/22628412/573-rue-principale-laval-sainte-dorothée-east-islemère,-73.818058,45.530177
3,2,,-1,"599,900",-1.0,-1.0,-1,House,17090 Rue De Longueuil,Mirabel,,18380998,https://www.realtor.ca/real-estate/22641543/17090-rue-de-longueuil-mirabel-domaine-vert-nord,-73.94186684,45.66795258
2,2,,-1,"599,900",-1.0,-1.0,-1,House,150 Rue Jean-Talon,Saint-Jean-sur-Richelieu,,14827507,https://www.realtor.ca/real-estate/22657051/150-rue-jean-talon-saint-jean-sur-richelieu-saint-luc,-73.267023,45.350801
3,2,,-1,"599,900",-1.0,-1.0,-1,House,1408 Rue Ethier,Laval (Chomedey),,11020002,https://www.realtor.ca/real-estate/22608844/1408-rue-ethier-laval-chomedey-others,-73.769858,45.543616
4,3,,-1,"599,900",-1.0,-1.0,-1,House,2342 Boul. Perrot,Notre-Dame-de-l'Île-Perrot,,23428052,https://www.realtor.ca/real-estate/22585629/2342-boul-perrot-notre-dame-de-lîle-perrot,-73.91065,45.353391
4,3,,-1,"600,000",-1.0,-1.0,-1,House,45 Rue de la Bergerie,Châteauguay,,10900181,https://www.realtor.ca/real-estate/22552258/45-rue-de-la-bergerie-châteauguay,-73.745994,45.371824
4,2,2331 sqft,-1,"605,000",-1.0,-1.0,-1,House,2840 Rue Marette,Montréal (Saint-Laurent),,22987839,https://www.realtor.ca/real-estate/22629014/2840-rue-marette-montréal-saint-laurent-saint-laurent-north,-73.72673034,45.51241653
4,2,,-1,"608,000",-1.0,-1.0,-1,House,Rue Élisabeth,Boisbriand,,27773204,https://www.realtor.ca/real-estate/22347371/rue-élisabeth-boisbriand-central,-73.83748643,45.59395676
4,2,,-1,"608,828",-1.0,-1.0,-1,House,1220 Rue Barott,Mascouche,,20176033,https://www.realtor.ca/real-estate/22654430/1220-rue-barott-mascouche-mascouche-heights,-73.64193102,45.74765713
4,2,,-1,"608,850",-1.0,-1.0,-1,House,Rue Élisabeth,Boisbriand,,12292428,https://www.realtor.ca/real-estate/22347307/rue-élisabeth-boisbriand-central,-73.83742206,45.59394175
3,2,,-1,"609,000",-1.0,-1.0,-1,House,186 Boul. de la Gare,Mont-Saint-Hilaire,,20774226,https://www.realtor.ca/real-estate/22490798/186-boul-de-la-gare-mont-saint-hilaire,-73.1882641,45.58486177
3,3,,-1,"610,000",-1.0,-1.0,-1,House,4850 Rue Millette,Montréal (Pierrefonds-Roxboro),,26300918,https://www.realtor.ca/real-estate/22431642/4850-rue-millette-montréal-pierrefonds-roxboro-pierrefondscentral-east,-73.8175815,45.5052611
4,2,2380 sqft,-1,"610,000",-1.0,-1.0,-1,House,Rue de Liège,Saint-Colomban,,17846146,https://www.realtor.ca/real-estate/22626346/rue-de-liège-saint-colomban,-74.06650176,45.7547868
4,2,,-1,"613,800",-1.0,-1.0,-1,House,5360-5362 Rue Quevillon,Longueuil (Saint-Hubert),,10406932,https://www.realtor.ca/real-estate/22615306/5360-5362-rue-quevillon-longueuil-saint-hubert-westley,-73.422162,45.463407
3,2,,-1,"615,000",-1.0,-1.0,-1,House,3655 Boul. des Mille-Îles,Laval (Saint-François),,27144481,https://www.realtor.ca/real-estate/22435898/3655-boul-des-mille-îles-laval-saint-françois,-73.69259954,45.68150802
4,2,,-1,"615,000",-1.0,-1.0,-1,House,388 Rue Jacob,Laval (Fabreville),,12845476,https://www.realtor.ca/real-estate/22648750/388-rue-jacob-laval-fabreville-east,-73.814139,45.564547
4,2,,-1,"616,656",-1.0,-1.0,-1,House,4285 Rue Lenoir,#200,,24617707,https://www.realtor.ca/real-estate/22477853/4285-rue-lenoir-200-brossard-street-names-l,-73.45217,45.434942
3,2,1453.13 sqft,-1,"618,000",-1.0,-1.0,-1,House,7260 Rue Chouinard,Montréal (LaSalle),,19235906,https://www.realtor.ca/real-estate/22400154/7260-rue-chouinard-montréal-lasalle,-73.61474351,45.44128678
5,3,,-1,"619,000",-1.0,-1.0,-1,House,597 Rue des Bégonias,Laval (Sainte-Dorothée),,18535925,https://www.realtor.ca/real-estate/22216349/597-rue-des-bégonias-laval-sainte-dorothée-east-islemère,-73.81631815,45.52706564
3,2,,-1,"619,000",-1.0,-1.0,-1,House,2700 Ch. de la Côte-de-Liesse,Mont-Royal,,22717273,https://www.realtor.ca/real-estate/22524491/2700-ch-de-la-côte-de-liesse-mont-royal,-73.65402252,45.51877375
4,2,,-1,"619,000",-1.0,-1.0,-1,House,8085 Rue Fabre,Montréal (Villeray/Saint-Michel/Parc-Extension),,15853446,https://www.realtor.ca/real-estate/22441720/8085-rue-fabre-montréal-villeraysaint-michelparc-extension-villeray,-73.61926425,45.55173066
5,2,,-1,"619,000",-1.0,-1.0,-1,House,18 Rue de Sorel,Blainville,,14528503,https://www.realtor.ca/real-estate/22650404/18-rue-de-sorel-blainville-east,-73.83711862,45.66222611
4,3,,-1,"619,000",-1.0,-1.0,-1,House,322 Rue Notre-Dame N.,Châteauguay,,25908939,https://www.realtor.ca/real-estate/22526511/322-rue-notre-dame-n-châteauguay,-73.76745264,45.38140641
4,2,,-1,"619,000",-1.0,-1.0,-1,House,370 Av. du Maire,La Prairie,,28413574,https://www.realtor.ca/real-estate/22660506/370-av-du-maire-la-prairie-la-clairière,-73.47216292,45.41927745
3,2,,-1,"619,900",-1.0,-1.0,-1,House,4053 Rue Régina-Gagnon,Longueuil (Saint-Hubert),,16688338,https://www.realtor.ca/real-estate/22658203/4053-rue-régina-gagnon-longueuil-saint-hubert-le-boisé-de-saint-hubert,-73.387554,45.46725773
4,2,,-1,"619,900",-1.0,-1.0,-1,House,3208-3210 Rue Pacific,Longueuil (Saint-Hubert),,14780257,https://www.realtor.ca/real-estate/22534528/3208-3210-rue-pacific-longueuil-saint-hubert-le-boisé-de-saint-hubert,-73.353621,45.463384
4,2,,-1,"619,900",-1.0,-1.0,-1,House,5761 Av. Hudson,Côte-Saint-Luc,,23451941,https://www.realtor.ca/real-estate/22622860/5761-av-hudson-côte-saint-luc,-73.672328,45.462764
4,2,116.15 m2,-1,"619,900",-1.0,-1.0,-1,House,4376Z Av. Charlemagne,Montréal (Rosemont/La Petite-Patrie),,10928586,https://www.realtor.ca/real-estate/22663280/4376z-av-charlemagne-montréal-rosemontla-petite-patrie-shop-angus,-73.55745,45.553801
4,2,,-1,"619,900",-1.0,-1.0,-1,House,174-174A Rue St-Laurent,Saint-Eustache,,10460290,https://www.realtor.ca/real-estate/22603174/174-174a-rue-st-laurent-saint-eustache-central-east,-73.8810997,45.57232637
4,3,184.6 m2,-1,"619,900",-1.0,-1.0,-1,House,4460 Rue King,Montréal (Pierrefonds-Roxboro),,22967925,https://www.realtor.ca/real-estate/22470346/4460-rue-king-montréal-pierrefonds-roxboro-pierrefondscentral-west,-73.85495,45.484331
3,2,,-1,"620,000",-1.0,-1.0,-1,House,4400 Rue Redmond,Longueuil (Saint-Hubert),,12477217,https://www.realtor.ca/real-estate/22664868/4400-rue-redmond-longueuil-saint-hubert-orchard,-73.433237,45.485081
4,2,,-1,"620,000",-1.0,-1.0,-1,House,8978 Place Marcel-Gélinas,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,28909062,https://www.realtor.ca/real-estate/22548349/8978-place-marcel-gélinas-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.573133,45.645474
5,2,1751 sqft,-1,"620,000",-1.0,-1.0,-1,House,5385 Rue Domville,Longueuil (Saint-Hubert),,27975172,https://www.realtor.ca/real-estate/22593122/5385-rue-domville-longueuil-saint-hubert-orchard,-73.4461,45.479389
3,2,1682 sqft,-1,"620,701",-1.0,-1.0,-1,House,632 Rue Denise-Collette,Sainte-Julie,,14897088,https://www.realtor.ca/real-estate/22571536/632-rue-denise-collette-sainte-julie-de-la-vallée,-73.29620478,45.59970173
5,2,,-1,"624,000",-1.0,-1.0,-1,House,4293 Ch. Ste-Thérèse,Carignan,,28727190,https://www.realtor.ca/real-estate/22182881/4293-ch-ste-thérèse-carignan,-73.259946,45.393832
5,2,,-1,"624,800",-1.0,-1.0,-1,House,5175-5177 Rue Lacordaire,Montréal (Mercier/Hochelaga-Maisonneuve),,10452334,https://www.realtor.ca/real-estate/22626792/5175-5177-rue-lacordaire-montréal-mercierhochelaga-maisonneuve-new-rosemont,-73.552516,45.576383
4,3,,-1,"624,900",-1.0,-1.0,-1,House,395 Place d'Amiens,Laval (Duvernay),,16245297,https://www.realtor.ca/real-estate/22622534/395-place-damiens-laval-duvernay-others,-73.678828,45.578224
3,2,,-1,"624,900",-1.0,-1.0,-1,House,7607 Boul. Gouin E.,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,26080947,https://www.realtor.ca/real-estate/21917784/7607-boul-gouin-e-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.606193,45.63763
3,2,,-1,"624,900",-1.0,-1.0,-1,House,7760 Av. des Vendéens,Montréal (Anjou),,20127993,https://www.realtor.ca/real-estate/22647475/7760-av-des-vendéens-montréal-anjou,-73.54911583,45.60016331
6,2,,-1,"625,000",-1.0,-1.0,-1,House,12240 Av. Armand-Chaput,Montréal (Rivière-des-Prairies/Pointe-aux-Trembles),,9215455,https://www.realtor.ca/real-estate/22024056/12240-av-armand-chaput-montréal-rivière-des-prairiespointe-aux-trembles-rivière-des-prairies,-73.537418,45.66739
